mk,position,track,streams,url,id,popularity,followers,genres,type
id,79,Let Me Love You,8717,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
at,188,Let Me Love You,1827,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
hk,118,Let Me Love You,2530,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
uy,124,Let Me Love You,1381,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
do,86,Let Me Love You,1621,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
gb,149,Let Me Love You,46718,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
py,104,Let Me Love You,1364,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
cr,47,Let Me Love You,5776,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
ca,133,Let Me Love You,22768,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
ie,137,Let Me Love You,4062,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
pl,115,Let Me Love You,6276,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
es,177,Let Me Love You,18366,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
mx,88,Let Me Love You,64214,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
hu,102,Let Me Love You,1299,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
tw,152,Let Me Love You,2943,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
pe,151,Middle,6749,https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
fr,157,Let Me Love You,23101,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
pt,102,Let Me Love You,3030,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
co,50,Let Me Love You,15399,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
cr,188,Middle,2037,https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
nz,114,Let Me Love You,5598,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
se,153,Let Me Love You,21327,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
mx,137,Middle,47271,https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
hn,123,Middle,1049,https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
gt,57,Let Me Love You,2525,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
hn,49,Let Me Love You,2113,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
id,188,Middle,4649,https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
de,199,Let Me Love You,32684,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
ec,53,Let Me Love You,4882,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
gt,114,Middle,1427,https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
br,124,Let Me Love You,60732,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
it,161,Let Me Love You,17866,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
ar,111,Let Me Love You,20577,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
jp,75,Let Me Love You,3694,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
my,86,Let Me Love You,5104,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
cl,57,Let Me Love You,31304,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
pe,48,Let Me Love You,18750,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
dk,144,Let Me Love You,8976,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
ph,139,Middle,22531,https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
pa,68,Let Me Love You,1874,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
ph,108,Let Me Love You,26102,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
sv,41,Let Me Love You,1948,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
tr,82,Let Me Love You,9420,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
be,130,Let Me Love You,4037,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
au,120,Let Me Love You,21104,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,540vIaP2JwjQb9dm3aArA4,84,1302610,"dance pop,edm,electronic trap,pop,tropical house",artist
ar,157,Te de Campana,15804,https://open.spotify.com/track/0StRt2W3IPe2MnpixQi6e5,08zuWo2uo2p0zOQHVwXbhh,46,210,merengue urbano,artist
sg,171,Cake By The Ocean,3776,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,6T5tfhQCknKG4UnH90qGnz,81,728983,"dance pop,pop,post-teen pop,tropical house",artist
sg,181,Toothbrush,3651,https://open.spotify.com/track/0CNjoQozZP0mB9rKVdrKGx,6T5tfhQCknKG4UnH90qGnz,81,728983,"dance pop,pop,post-teen pop,tropical house",artist
it,67,Kissing Strangers,41000,https://open.spotify.com/track/2YMyVYNLmFDD0KGtNkkgFa,6T5tfhQCknKG4UnH90qGnz,81,728983,"dance pop,pop,post-teen pop,tropical house",artist
hu,165,Cake By The Ocean,1003,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,6T5tfhQCknKG4UnH90qGnz,81,728983,"dance pop,pop,post-teen pop,tropical house",artist
cr,154,Cake By The Ocean,2300,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,6T5tfhQCknKG4UnH90qGnz,81,728983,"dance pop,pop,post-teen pop,tropical house",artist
pt,187,Cake By The Ocean,1902,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,6T5tfhQCknKG4UnH90qGnz,81,728983,"dance pop,pop,post-teen pop,tropical house",artist
pe,158,Cake By The Ocean,6501,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,6T5tfhQCknKG4UnH90qGnz,81,728983,"dance pop,pop,post-teen pop,tropical house",artist
cz,188,Cake By The Ocean,1121,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,6T5tfhQCknKG4UnH90qGnz,81,728983,"dance pop,pop,post-teen pop,tropical house",artist
ie,169,Cake By The Ocean,3508,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,6T5tfhQCknKG4UnH90qGnz,81,728983,"dance pop,pop,post-teen pop,tropical house",artist
gb,197,Cake By The Ocean,39913,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,6T5tfhQCknKG4UnH90qGnz,81,728983,"dance pop,pop,post-teen pop,tropical house",artist
co,147,Cake By The Ocean,5065,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,6T5tfhQCknKG4UnH90qGnz,81,728983,"dance pop,pop,post-teen pop,tropical house",artist
ec,140,Cake By The Ocean,2224,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,6T5tfhQCknKG4UnH90qGnz,81,728983,"dance pop,pop,post-teen pop,tropical house",artist
ec,145,Dimelo (feat. Wason Brazoban),2192,https://open.spotify.com/track/5rBWtDMRu3sxei9aQBXaRJ,1noWnd8QFQD9VLxWEeo4Zf,60,40210,"bachata,latin,latin hip hop,merengue,merengue urbano,reggaeton,reggaeton flow,trap latino,tropical",artist
pe,106,La Alergia,8522,https://open.spotify.com/track/5lhd4w1RZz38EcwxAFSgZO,59KiJoJk4joMhDfJ037DDt,49,2979,pop reggaeton,artist
pe,41,Te Quiero Pa´Mi,21044,https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,33ScadVnbm2X8kkUqOkC6Z,83,1182300,"latin,latin hip hop,reggaeton,tropical",artist
dk,171,Danza Kuduro,8249,https://open.spotify.com/track/2a1o6ZejUi8U3wzzOtCOYw,33ScadVnbm2X8kkUqOkC6Z,83,1182300,"latin,latin hip hop,reggaeton,tropical",artist
gt,24,Te Quiero Pa´Mi,4185,https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,33ScadVnbm2X8kkUqOkC6Z,83,1182300,"latin,latin hip hop,reggaeton,tropical",artist
pa,29,Te Quiero Pa´Mi,3899,https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,33ScadVnbm2X8kkUqOkC6Z,83,1182300,"latin,latin hip hop,reggaeton,tropical",artist
do,32,Te Quiero Pa´Mi,3956,https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,33ScadVnbm2X8kkUqOkC6Z,83,1182300,"latin,latin hip hop,reggaeton,tropical",artist
cl,20,Te Quiero Pa´Mi,65908,https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,33ScadVnbm2X8kkUqOkC6Z,83,1182300,"latin,latin hip hop,reggaeton,tropical",artist
mx,86,Te Quiero Pa´Mi,64633,https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,33ScadVnbm2X8kkUqOkC6Z,83,1182300,"latin,latin hip hop,reggaeton,tropical",artist
cr,45,Te Quiero Pa´Mi,5931,https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,33ScadVnbm2X8kkUqOkC6Z,83,1182300,"latin,latin hip hop,reggaeton,tropical",artist
ec,33,Te Quiero Pa´Mi,6842,https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,33ScadVnbm2X8kkUqOkC6Z,83,1182300,"latin,latin hip hop,reggaeton,tropical",artist
bo,35,Te Quiero Pa´Mi,2644,https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,33ScadVnbm2X8kkUqOkC6Z,83,1182300,"latin,latin hip hop,reggaeton,tropical",artist
sv,49,Te Quiero Pa´Mi,1826,https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,33ScadVnbm2X8kkUqOkC6Z,83,1182300,"latin,latin hip hop,reggaeton,tropical",artist
co,20,Te Quiero Pa´Mi,25410,https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,33ScadVnbm2X8kkUqOkC6Z,83,1182300,"latin,latin hip hop,reggaeton,tropical",artist
uy,33,Te Quiero Pa´Mi,4658,https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,33ScadVnbm2X8kkUqOkC6Z,83,1182300,"latin,latin hip hop,reggaeton,tropical",artist
se,142,Danza Kuduro,22011,https://open.spotify.com/track/2a1o6ZejUi8U3wzzOtCOYw,33ScadVnbm2X8kkUqOkC6Z,83,1182300,"latin,latin hip hop,reggaeton,tropical",artist
es,41,Te Quiero Pa´Mi,84157,https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,33ScadVnbm2X8kkUqOkC6Z,83,1182300,"latin,latin hip hop,reggaeton,tropical",artist
py,18,Te Quiero Pa´Mi,6138,https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,33ScadVnbm2X8kkUqOkC6Z,83,1182300,"latin,latin hip hop,reggaeton,tropical",artist
ar,35,Te Quiero Pa´Mi,64265,https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,33ScadVnbm2X8kkUqOkC6Z,83,1182300,"latin,latin hip hop,reggaeton,tropical",artist
hn,36,Te Quiero Pa´Mi,2482,https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,33ScadVnbm2X8kkUqOkC6Z,83,1182300,"latin,latin hip hop,reggaeton,tropical",artist
nl,5,Cartier,195061,https://open.spotify.com/track/6zcSWREy1vcJ4aWt7bzBW3,6OQggpm01CmAB717TKtDCr,66,2950,deep dutch hip hop,artist
fr,133,Infréquentables,26391,https://open.spotify.com/track/63z6p4gpgnpZprANkpBIHH,3b5bg1k6N9u31OtzSfK2dP,59,34419,"francoton,french hip hop,trap francais",artist
cr,117,Signs,2851,https://open.spotify.com/track/6Na5uKk5SsqZimk0hAWo8y,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
be,104,One Dance,4764,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
co,116,Signs,5706,https://open.spotify.com/track/6Na5uKk5SsqZimk0hAWo8y,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
tr,53,Signs,14063,https://open.spotify.com/track/6Na5uKk5SsqZimk0hAWo8y,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
ie,192,Fake Love,3233,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
it,86,Passionfruit,29871,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
us,11,Signs,853276,https://open.spotify.com/track/6Na5uKk5SsqZimk0hAWo8y,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
ca,95,Blem,28891,https://open.spotify.com/track/2XlHu0HcujBCkWMdIAvrqt,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
hu,27,Signs,4329,https://open.spotify.com/track/6Na5uKk5SsqZimk0hAWo8y,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
se,96,Passionfruit,29735,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
au,22,Signs,93393,https://open.spotify.com/track/6Na5uKk5SsqZimk0hAWo8y,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
co,74,One Dance,8091,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
co,75,Passionfruit,7938,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
gr,7,Signs,3572,https://open.spotify.com/track/6Na5uKk5SsqZimk0hAWo8y,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
se,23,Signs,111560,https://open.spotify.com/track/6Na5uKk5SsqZimk0hAWo8y,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
ec,200,Signs,1698,https://open.spotify.com/track/6Na5uKk5SsqZimk0hAWo8y,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
is,87,One Dance,1041,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
is,42,Signs,2008,https://open.spotify.com/track/6Na5uKk5SsqZimk0hAWo8y,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
ph,68,Signs,37940,https://open.spotify.com/track/6Na5uKk5SsqZimk0hAWo8y,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
it,97,Signs,27371,https://open.spotify.com/track/6Na5uKk5SsqZimk0hAWo8y,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
gt,138,Signs,1245,https://open.spotify.com/track/6Na5uKk5SsqZimk0hAWo8y,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
ec,105,Passionfruit,2711,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
hk,102,Passionfruit,2728,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
lt,45,Passionfruit,1264,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
nz,76,One Dance,7273,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
nl,172,One Dance,21057,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
gb,125,KMT,51768,https://open.spotify.com/track/2jTujnt0y344ai1rNOywgr,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
is,88,Portland,1038,https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
us,32,Passionfruit,583566,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
do,79,One Dance,1762,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
mt,14,Signs,1524,https://open.spotify.com/track/6Na5uKk5SsqZimk0hAWo8y,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
hn,75,One Dance,1492,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
lu,10,Signs,1480,https://open.spotify.com/track/6Na5uKk5SsqZimk0hAWo8y,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
fr,80,Signs,42018,https://open.spotify.com/track/6Na5uKk5SsqZimk0hAWo8y,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
gb,14,Signs,279756,https://open.spotify.com/track/6Na5uKk5SsqZimk0hAWo8y,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
br,159,One Dance,49223,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
ch,12,Signs,18368,https://open.spotify.com/track/6Na5uKk5SsqZimk0hAWo8y,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
hu,157,One Dance,1028,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
pl,159,One Dance,5154,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
sv,106,Passionfruit,1088,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
pt,105,Fake Love,2943,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
gt,95,One Dance,1598,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
cl,83,One Dance,19779,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
jp,57,Passionfruit,4593,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
cr,44,One Dance,5936,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
us,90,One Dance,270610,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
hn,60,Passionfruit,1797,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
dk,63,Passionfruit,18675,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
do,71,Signs,2010,https://open.spotify.com/track/6Na5uKk5SsqZimk0hAWo8y,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
ie,70,One Dance,6474,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
gb,70,One Dance,82067,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
ie,45,Passionfruit,13760,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
do,49,Passionfruit,3316,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
sg,165,One Dance,3865,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
hu,77,Passionfruit,1557,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
gr,54,Passionfruit,1314,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
pt,42,Passionfruit,8182,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
de,102,Passionfruit,53935,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
se,131,One Dance,23906,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
cz,100,Passionfruit,1646,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,3TVXtAsR1Inumwj472S9r4,100,11182617,"canadian pop,hip hop,pop rap,rap",artist
